ID , Year, Month (r), Date      , Ticker       , Transation                  , Stock Proceeds, Units      , Balance Units, Cost  Unit Price, Total Cost (H*J), Balance Total Cost (prior + K), Avarage Price (K/H), B3 Unit Price, B3  Total Price  (I*N), 7        , 31       , 365      , YTD      , Instrument Type, Investment Broker , CNPJ              , IR       , Dollar Date, Total_(stocks + proceeds), Overall  % Var, Overall  %   YTD
 18, 2020,         2, 14/02/2020, IVVB11       , Buy                         ,               , "4,0000"   , "64,00000"   , "R$ 155,65"     , "R$ 622,60"     , "R$ 9.955,00"                 , "R$ 155,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, ETF            , Rico Investimentos, 19.909.560/0001-91,          , NOT FOUND  ,                          ,               , 
 20, 2020,         2, 19/02/2020, IRBR3        , Buy                         ,               , "200,0000" , "200,00000"  , "R$ 36,55"      , "R$ 7.310,00"   , "R$ 7.310,00"                 , "R$ 36,55"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Insurance      , Rico Investimentos, 33.376.989/0001-91,          , NOT FOUND  ,                          ,               , 
 21, 2020,         2, 19/02/2020, IRBR3        , Buy                         ,               , "76,0000"  , "276,00000"  , "R$ 30,48"      , "R$ 2.316,48"   , "R$ 9.626,48"                 , "R$ 34,88"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Insurance      , Rico Investimentos, 33.376.989/0001-91,          , NOT FOUND  ,                          ,               , 
 22, 2020,         2, 26/02/2020, IRBR3        , Buy                         ,               , "3,0000"   , "279,00000"  , "R$ 30,48"      , "R$ 91,44"      , "R$ 9.717,92"                 , "R$ 34,83"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Insurance      , Rico Investimentos, 33.376.989/0001-91,          , NOT FOUND  ,                          ,               , 
 23, 2020,         2, 26/02/2020, IRBR3        , Buy                         ,               , "4,0000"   , "283,00000"  , "R$ 30,48"      , "R$ 121,92"     , "R$ 9.839,84"                 , "R$ 34,77"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Insurance      , Rico Investimentos, 33.376.989/0001-91,          , NOT FOUND  ,                          ,               , 
 24, 2020,         3, 06/03/2020, HSML11       , RENDIMENTOS                 , "R$ 49,80"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 25, 2020,         3, 06/03/2020, ITSA4        , DIVIDENDOS                  , "R$ 158,20"   ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 26, 2020,         3, 06/03/2020, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 152,18"   ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 27, 2020,         3, 13/03/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 28, 2020,         4, 01/04/2020, ITSA4        , DIVIDENDOS                  , "R$ 14,00"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 29, 2020,         4, 07/04/2020, B3SA3        , DIVIDENDOS                  , "R$ 43,12"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 30, 2020,         4, 07/04/2020, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 36,70"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 31, 2020,         4, 07/04/2020, HSML11       , RENDIMENTOS                 , "R$ 18,26"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 32, 2020,         4, 15/04/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 33, 2020,         5, 07/05/2020, B3SA3        , DIVIDENDOS                  , "R$ 81,42"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 34, 2020,         5, 08/05/2020, HSML11       , RENDIMENTOS                 , "R$ 18,26"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 35, 2020,         5, 15/05/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 36, 2020,         6, 05/06/2020, HSML11       , RENDIMENTOS                 , "R$ 14,94"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 37, 2020,         6, 12/06/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 38, 2020,         7, 01/07/2020, ITSA4        , DIVIDENDOS                  , "R$ 14,00"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 39, 2020,         7, 07/07/2020, HSML11       , RENDIMENTOS                 , "R$ 14,94"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 40, 2020,         7, 14/07/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 41, 2020,         8, 07/08/2020, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 31,95"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 42, 2020,         8, 07/08/2020, HSML11       , RENDIMENTOS                 , "R$ 14,94"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 43, 2020,         8, 14/08/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 44, 2020,         8, 26/08/2020, BVMF:HAPV3   , DIVIDENDOS                  , "R$ 8,00"     ,            ,              ,                 ,                 ,                               ,                    , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Healthcare     , Rico Investimentos, 05.197.443/0001-38,          , NOT FOUND  ,                          ,               , 
 45, 2020,         8, 26/08/2020, ITSA4        , DIVIDENDOS                  , "R$ 14,00"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 46, 2020,         8, 31/08/2020, BVMF:VALE3   , Buy                         ,               , "156,0000" , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
 47, 2020,         8, 31/08/2020, KNRI11       , Buy                         ,               , "60,0000"  , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 48, 2020,         9, 08/09/2020, HSML11       , RENDIMENTOS                 , "R$ 21,58"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 49, 2020,         9, 15/09/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 50, 2020,         9, 15/09/2020, KNRI11       , RENDIMENTOS                 , "R$ 39,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 51, 2020,         9, 23/09/2020, ENBR3        , DIVIDENDOS                  , "R$ 89,74"    , "-462,0000", "0,00000"    ,                 ,                 ,                               ,                    , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 03.983.431/0001-03,          , NOT FOUND  ,                          ,               , 
 52, 2020,         9, 30/09/2020, BVMF:VALE3   , DIVIDENDOS                  , "R$ 219,00"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
 53, 2020,         9, 30/09/2020, BVMF:VALE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 155,58"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
 54, 2020,        10, 01/10/2020, ITSA4        , DIVIDENDOS                  , "R$ 14,00"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 55, 2020,        10, 07/10/2020, B3SA3        , DIVIDENDOS                  , "R$ 166,07"   ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 56, 2020,        10, 07/10/2020, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 32,18"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 57, 2020,        10, 07/10/2020, HSML11       , RENDIMENTOS                 , "R$ 33,20"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 58, 2020,        10, 15/10/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 59, 2020,        10, 15/10/2020, KNRI11       , RENDIMENTOS                 , "R$ 39,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 60, 2020,        11, 09/11/2020, HSML11       , RENDIMENTOS                 , "R$ 37,35"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 61, 2020,        11, 16/11/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 62, 2020,        11, 16/11/2020, KNRI11       , RENDIMENTOS                 , "R$ 39,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 63, 2020,        12, 07/12/2020, HSML11       , RENDIMENTOS                 , "R$ 39,01"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 64, 2020,        12, 14/12/2020, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 65, 2020,        12, 14/12/2020, KNRI11       , RENDIMENTOS                 , "R$ 39,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 66, 2021,         1, 04/01/2021, ITSA4        , DIVIDENDOS                  , "R$ 14,00"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 67, 2021,         1, 08/01/2021, B3SA3        , DIVIDENDOS                  , "R$ 105,08"   ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 68, 2021,         1, 08/01/2021, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 31,97"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 69, 2021,         1, 08/01/2021, HSML11       , RENDIMENTOS                 , "R$ 41,50"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 70, 2021,         1, 13/01/2021, IVVB11       , Buy                         ,               , "7,0000"   , "71,00000"   , "R$ 285,88"     , "R$ 2.001,16"   , "R$ 11.956,16"                , "R$ 168,40"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, ETF            , Rico Investimentos, 19.909.560/0001-91,          , NOT FOUND  ,                          ,               , 
 71, 2021,         1, 15/01/2021, HGRU11       , RENDIMENTOS                 , "R$ 50,40"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 72, 2021,         1, 15/01/2021, KNRI11       , RENDIMENTOS                 , "R$ 39,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 73, 2021,         2, 05/02/2021, HSML11       , RENDIMENTOS                 , "R$ 41,50"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 74, 2021,         2, 12/02/2021, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 75, 2021,         2, 12/02/2021, KNRI11       , RENDIMENTOS                 , "R$ 41,40"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 76, 2021,         3, 05/03/2021, HSML11       , RENDIMENTOS                 , "R$ 33,20"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 77, 2021,         3, 12/03/2021, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 78, 2021,         3, 12/03/2021, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 71,15"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 79, 2021,         3, 12/03/2021, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 14,56"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 80, 2021,         3, 12/03/2021, KNRI11       , RENDIMENTOS                 , "R$ 41,40"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
 81, 2021,         3, 15/03/2021, BVMF:VALE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 534,44"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
 82, 2021,         3, 15/03/2021, BVMF:VALE3   , DIVIDENDOS                  , "R$ 110,82"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
 83, 2021,         4, 01/04/2021, ITSA4        , DIVIDENDOS                  , "R$ 14,00"    ,            , "735,00000"  , "R$ 13,20"      , "R$ 462,00"     , "R$ 9.702,00"                 , "R$ 13,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
 84, 2021,         4, 08/04/2021, B3SA3        , DIVIDENDOS                  , "R$ 100,64"   ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 85, 2021,         4, 08/04/2021, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 24,91"    ,            , "256,00000"  , "R$ 22,76"      , "R$ 5.826,56"   , "R$ 5.826,56"                 , "R$ 22,76"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
 86, 2021,         4, 08/04/2021, HSML11       , RENDIMENTOS                 , "R$ 13,28"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
 87, 2021,         4, 15/04/2021, HGRU11       , RENDIMENTOS                 , "R$ 47,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
 88, 2021,         4, 15/04/2021, KNRI11       , RENDIMENTOS                 , "R$ 41,40"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
