ID , Year, Month (r), Date      , Ticker       , Transation                  , Stock Proceeds, Units      , Balance Units, Cost  Unit Price, Total Cost (H*J), Balance Total Cost (prior + K), Avarage Price (K/H), B3 Unit Price, B3  Total Price  (I*N), 7        , 31       , 365      , YTD      , Instrument Type, Investment Broker , CNPJ              , IR       , Dollar Date, Total_(stocks + proceeds), Overall  % Var, Overall  %   YTD
261, 2023,         8, 25/08/2023, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,78"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
262, 2023,         8, 29/08/2023, TAEE11       , DIVIDENDOS                  , "R$ 56,42"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
263, 2023,         8, 29/08/2023, TAEE11       , DIVIDENDOS                  , "R$ 15,12"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
264, 2023,         8, 29/08/2023, TAEE11       , JUROS S/ CAPITAL PRÓPRIO    , "R$ 106,71"   ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
265, 2023,         9, 02/09/2023, BVMF:VALE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 254,39"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
266, 2023,         9, 08/09/2023, HSML11       , RENDIMENTOS                 , "R$ 61,42"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
267, 2023,         9, 15/09/2023, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
268, 2023,         9, 15/09/2023, KNRI11       , RENDIMENTOS                 , "R$ 57,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
269, 2023,        10, 02/10/2023, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 30,58"    ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
270, 2023,        10, 02/10/2023, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 35,42"    ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
271, 2023,        10, 02/10/2023, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 30,86"    ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
272, 2023,        10, 02/10/2023, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
273, 2023,        10, 06/10/2023, B3SA3        , DIVIDENDOS                  , "R$ 38,05"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
274, 2023,        10, 06/10/2023, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 74,71"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
275, 2023,        10, 06/10/2023, HSML11       , RENDIMENTOS                 , "R$ 61,42"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
276, 2023,        10, 16/10/2023, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
277, 2023,        10, 16/10/2023, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
278, 2023,        11, 08/11/2023, HSML11       , RENDIMENTOS                 , "R$ 61,42"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
279, 2023,        11, 16/11/2023, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
280, 2023,        11, 16/11/2023, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
281, 2023,        12, 01/12/2023, BVMF:VALE3   , DIVIDENDOS                  , "R$ 244,27"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
282, 2023,        12, 01/12/2023, BVMF:VALE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 101,55"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
283, 2023,        12, 07/12/2023, HSML11       , RENDIMENTOS                 , "R$ 61,42"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
284, 2023,        12, 14/12/2023, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
285, 2023,        12, 14/12/2023, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
286, 2023,        12, 15/12/2023, TAEE11       , DIVIDENDOS                  , "R$ 2,36"     ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
287, 2023,        12, 15/12/2023, TAEE11       , JUROS S/ CAPITAL PRÓPRIO    , "R$ 98,93"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
288, 2024,         1, 02/01/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,17"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
289, 2024,         1, 08/01/2024, B3SA3        , DIVIDENDOS                  , "R$ 31,47"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
290, 2024,         1, 08/01/2024, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 38,87"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
291, 2024,         1, 08/01/2024, HSML11       , RENDIMENTOS                 , "R$ 63,08"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
292, 2024,         1, 10/01/2024, BVMF:SUZB3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 125,58"   ,            , "127,00000"  , "R$ 46,46"      , "-R$ 6.504,40"  , "R$ 4.581,44"                 , "R$ 36,07"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 16.404.287/0001-55,          , NOT FOUND  ,                          ,               , 
293, 2024,         1, 15/01/2024, HGRU11       , RENDIMENTOS                 , "R$ 161,00"   ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
294, 2024,         1, 15/01/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
295, 2024,         1, 16/01/2024, TAEE11       , DIVIDENDOS                  , "R$ 132,36"   ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
296, 2024,         2, 05/02/2024, ITSA4        , FRAÇÕES DE AÇÕES            , "R$ 4,01"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
297, 2024,         2, 07/02/2024, HSML11       , RENDIMENTOS                 , "R$ 63,08"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
298, 2024,         2, 16/02/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
299, 2024,         2, 16/02/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
300, 2024,         3, 07/03/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
301, 2024,         3, 08/03/2024, ITSA4        , DIVIDENDOS                  , "R$ 2,40"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
302, 2024,         3, 08/03/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,57"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
303, 2024,         3, 08/03/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,35"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
304, 2024,         3, 08/03/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,35"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
305, 2024,         3, 08/03/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,80"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
306, 2024,         3, 13/03/2024, BVMF:WEGE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 1,83"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
307, 2024,         3, 13/03/2024, BVMF:WEGE3   , JUROS S/ CAPITAL PRÓPRIO    , "R$ 1,53"     ,            , "30,00000"   , "R$ 35,40"      , "R$ 1.062,00"   , "R$ 1.062,00"                 , "R$ 35,40"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Industry       , Rico Investimentos, 84.429.695/0001-11,          , NOT FOUND  ,                          ,               , 
308, 2024,         3, 13/03/2024, ENBR3        , DIVIDENDOS                  , "R$ 8,93"     ,            , "0,00000"    ,                 ,                 ,                               ,                    , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 03.983.431/0001-03,          , NOT FOUND  ,                          ,               , 
309, 2024,         3, 14/03/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
310, 2024,         3, 14/03/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
311, 2024,         3, 19/03/2024, BVMF:VALE3   , DIVIDENDOS                  , "R$ 427,21"   ,            , "156,00000"  , "R$ 60,57"      , "R$ 9.448,92"   , "R$ 9.448,92"                 , "R$ 60,57"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Mining         , Rico Investimentos, 33.592.510/0001-54,          , NOT FOUND  ,                          ,               , 
312, 2024,         4, 01/04/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
313, 2024,         4, 05/04/2024, B3SA3        , DIVIDENDOS                  , "R$ 51,37"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
314, 2024,         4, 05/04/2024, B3SA3        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 34,24"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
315, 2024,         4, 05/04/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
316, 2024,         4, 12/04/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
317, 2024,         4, 12/04/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
318, 2024,         4, 24/04/2024, BTCBRL       , Buy                         ,               , "0,0152"   , "0,07713"    , "R$ 332.500,00" , "R$ 5.037,38"   , "R$ 17.537,37"                , "R$ 227.361,38"    , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Cryptocoins    , Binance           , 37.512.394/0001-77,          , NOT FOUND  ,                          ,               , 
319, 2024,         4, 24/04/2024, ETHBRL       , Buy                         ,               , "0,1203"   , "0,25510"    , "R$ 16.304,80"  , "R$ 1.961,47"   , "R$ 4.317,13"                 , "R$ 16.923,29"     , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Cryptocoins    , Binance           , 37.512.394/0001-77,          , NOT FOUND  ,                          ,               , 
320, 2024,         5, 08/05/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
321, 2024,         5, 15/05/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,60"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
322, 2024,         5, 15/05/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
323, 2024,         5, 16/05/2024, TAEE11       , DIVIDENDOS                  , "R$ 226,58"   ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
324, 2024,         6, 07/06/2024, HSML11       , RENDIMENTOS                 , "R$ 66,40"    ,            , "83,00000"   , "R$ 119,82"     , "R$ 9.945,06"   , "R$ 9.945,06"                 , "R$ 119,82"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 32.892.018/0001-31,          , NOT FOUND  ,                          ,               , 
325, 2024,         6, 14/06/2024, HGRU11       , RENDIMENTOS                 , "R$ 59,50"    ,            , "70,00000"   ,                 , "R$ 1.380,30"   , "R$ 9.662,10"                 , "R$ 138,03"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 29.641.226/0001-53,          , NOT FOUND  ,                          ,               , 
326, 2024,         6, 14/06/2024, KNRI11       , RENDIMENTOS                 , "R$ 60,00"    ,            , "60,00000"   , "R$ 164,55"     , "R$ 9.873,00"   , "R$ 9.873,00"                 , "R$ 164,55"        , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, FII            , Rico Investimentos, 12.005.956/0001-65,          , NOT FOUND  ,                          ,               , 
327, 2024,         6, 27/06/2024, TAEE11       , JUROS S/ CAPITAL PRÓPRIO    , "R$ 71,50"    ,            , "200,00000"  , "R$ 35,65"      , "R$ 7.130,00"   , "R$ 7.130,00"                 , "R$ 35,65"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Energy         , Rico Investimentos, 07.859.971/0001-30,          , NOT FOUND  ,                          ,               , 
328, 2024,         7, 01/07/2024, ITSA4        , JUROS S/ CAPITAL PRÓPRIO    , "R$ 0,16"     ,            , "8,00000"    , "R$ 11,20"      , "-R$ 8.142,40"  , "R$ 89,61"                    , "R$ 11,20"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Rico Investimentos, 61.532.644/0001-15,          , NOT FOUND  ,                          ,               , 
329, 2024,         7, 05/07/2024, B3SA3        , DIVIDENDOS                  , "R$ 26,72"    ,            , "768,00000"  , "R$ 11,38"      , "R$ 5.826,56"   , "R$ 11.653,12"                , "R$ 15,17"         , NOT FOUND    ,                       , NOT FOUND, NOT FOUND, NOT FOUND, NOT FOUND, Financial      , Àgora             , 09.346.601/0001-25,          , NOT FOUND  ,                          ,               , 
